reaction	linear_coefficient
rxn03253	[0.14993656456104282]
rxn02720	[0.14993656456104282]
rxn00946	[0.14993656456104282]
rxn02679	[0.14993656456104282]
rxn02803	[0.14993656456104282]
rxn03251	[0.14993656456104282]
rxn00872	[0.14993656456104282]
rxn01451	[0.2223009390650771]
rxn03242	[0.2223009390650771]
rxn03239	[0.2223009390650771]
rxn06777	[0.2223009390650771]
rxn03244	[0.2223009390650771]
rxn03249	[0.2223009390650771]
rxn03246	[0.2223009390650771]
rxn02122	[0.20922304005832393]
rxn01387	[0.18452034193445682]
rxn00616	[0.18481096191238464]
rxn00501	[0.15168028442860992]
rxn10125	[0.19062336147094164]
rxn01851	[0.20922304005832393]
rxn13812	[0.5919695509893006]
rxn01297	[0.18452034193445682]
rxn01522	[0.18452034193445682]
rxn00288	[np.float64(0.40730389906587977)]
rxn10126	[np.float64(0.40730389906587977)]
rJB00270	[np.float64(0.40730389906587977)]
rxn06493	[0.13046502603987697]
rxn13808	[np.float64(0.40730389906587977)]
rxn00623	[0.7050207224032338]
rxn00506	[0.20922304005832393]
rxn00779	[np.float64(0.40730389906587977)]
rxn13726	[0.20689808023490117]
rJB00264	[0.20689808023490117]
rxn10122	[0.20689808023490117]
rxn00604	[np.float64(0.40730389906587977)]
rxn10902	[np.float64(0.40730389906587977)]
rxn00671	[0.15168028442860992]
rxn01115	[0.5972007105920019]
rxn00338	[0.5919695509893006]
rxn00248	[0.7654696778122262]
rxn05353	[0.07815343001286422]
rxn05356	[0.07815343001286422]
rxn05355	[0.07815343001286422]
rxn05354	[0.07815343001286422]
rxn05357	[0.07815343001286422]
rxn05352	[0.07815343001286422]
rxn05351	[0.07815343001286422]
rxn05338	[0.6588121459127058]
rxn00611	[0.6715994249415311]
rxn00612	[0.6715994249415311]
rxn05436	[0.6814805041910779]
rxn05448	[0.6814805041910779]
rxn05442	[0.6814805041910779]
rxn05437	[0.6814805041910779]
rxn05449	[0.6814805041910779]
rxn05443	[0.6814805041910779]
rxn05438	[0.6814805041910779]
rxn05450	[0.6814805041910779]
rxn05444	[0.6814805041910779]
rxn05433	[0.6814805041910779]
rxn05445	[0.6814805041910779]
rxn05439	[0.6814805041910779]
rxn05446	[0.6814805041910779]
rxn05434	[0.6814805041910779]
rxn05440	[0.6814805041910779]
rxn05435	[0.6814805041910779]
rxn05447	[0.6814805041910779]
rxn05441	[0.6814805041910779]
rxn05322	[0.6814805041910779]
rxn05327	[0.6814805041910779]
rxn05324	[0.6814805041910779]
rxn13838	[0.6814805041910779]
rxn05328	[0.6814805041910779]
rxn05326	[0.6814805041910779]
rxn13850	[0.6814805041910779]
rxn08396	[0.6814805041910779]
rxn05325	[0.6814805041910779]
rxn05323	[0.6814805041910779]
rxn05464	[0.6814805041910779]
rxn02866	[np.float64(0.40730389906587977)]
rxn05339	[0.5399485749402156]
rxn05337	[0.5399485749402156]
rxn13844	[0.5399485749402156]
rxn05341	[0.5399485749402156]
rxn05336	[0.5399485749402156]
rxn05372	[0.5399485749402156]
rxn05422	[0.5399485749402156]
rxn05397	[0.5399485749402156]
rxn05376	[0.5399485749402156]
rxn05426	[0.5399485749402156]
rxn05401	[0.5399485749402156]
rxn05380	[0.5399485749402156]
rxn05430	[0.5399485749402156]
rxn05405	[0.5399485749402156]
rxn05461	[0.5399485749402156]
rxn07993	[0.5399485749402156]
rxn05340	[0.5399485749402156]
rxn05342	[0.5399485749402156]
rxn05360	[0.5399485749402156]
rxn05410	[0.5399485749402156]
rxn05385	[0.5399485749402156]
rxn05414	[0.5399485749402156]
rxn05364	[0.5399485749402156]
rxn05389	[0.5399485749402156]
rxn05368	[0.5399485749402156]
rxn05418	[0.5399485749402156]
rxn05393	[0.5399485749402156]
rxn00083	[0.20689808023490117]
