reaction	linear_coefficient
rxn03253	[0.2547934949249314]
rxn02720	[0.2547934949249314]
rxn00946	[0.2547934949249314]
rxn02679	[0.2547934949249314]
rxn02803	[0.2547934949249314]
rxn03251	[0.2547934949249314]
rxn00872	[0.2547934949249314]
rxn01451	[0.3603366644302351]
rxn03242	[0.3603366644302351]
rxn03239	[0.3603366644302351]
rxn06777	[0.3603366644302351]
rxn03244	[0.3603366644302351]
rxn03249	[0.3603366644302351]
rxn03246	[0.3603366644302351]
rxn02122	[0.05216085638440921]
rxn01387	[0.44743539654626235]
rxn00616	[0.1779416724696133]
rxn00501	[0.16513303539372692]
rxn10125	[0.259916949755286]
rxn01851	[0.24224103059056282]
rxn13812	[0.4141329401489578]
rxn01297	[0.16513303539372692]
rxn01522	[0.16513303539372692]
rxn00288	[0.39773788469182325]
rxn10126	[0.39773788469182325]
rJB00270	[0.39773788469182325]
rxn06493	[0.2022780829137974]
rxn13808	[np.float64(0.3198316677848825)]
rxn00623	[0.10057750453125966]
rxn00506	[0.24224103059056282]
rxn00779	[0.15667933492364194]
rxn13726	[0.005025071945147403]
rJB00264	[0.005025071945147403]
rxn10122	[0.005025071945147403]
rxn00604	[0.5119909274087296]
rxn10902	[0.5119909274087296]
rxn00671	[0.16513303539372692]
rxn01115	[0.5411946199417504]
rxn00338	[0.4141329401489578]
rxn00248	[0.4038860304882487]
rxn05353	[0.13464847915311737]
rxn05356	[0.13464847915311737]
rxn05355	[0.13464847915311737]
rxn05354	[0.13464847915311737]
rxn05357	[0.13464847915311737]
rxn05352	[0.13464847915311737]
rxn05351	[0.13464847915311737]
rxn05338	[0.5250557372261337]
rxn00611	[0.5309477102810414]
rxn00612	[0.5309477102810414]
rxn05436	[0.6288056975408133]
rxn05448	[0.6288056975408133]
rxn05442	[0.6288056975408133]
rxn05437	[0.6288056975408133]
rxn05449	[0.6288056975408133]
rxn05443	[0.6288056975408133]
rxn05438	[0.6288056975408133]
rxn05450	[0.6288056975408133]
rxn05444	[0.6288056975408133]
rxn05433	[0.6288056975408133]
rxn05445	[0.6288056975408133]
rxn05439	[0.6288056975408133]
rxn05446	[0.6288056975408133]
rxn05434	[0.6288056975408133]
rxn05440	[0.6288056975408133]
rxn05435	[0.6288056975408133]
rxn05447	[0.6288056975408133]
rxn05441	[0.6288056975408133]
rxn05322	[0.6288056975408133]
rxn05327	[0.6288056975408133]
rxn05324	[0.6288056975408133]
rxn13838	[0.6288056975408133]
rxn05328	[0.6288056975408133]
rxn05326	[0.6288056975408133]
rxn13850	[0.6288056975408133]
rxn08396	[0.6288056975408133]
rxn05325	[0.6288056975408133]
rxn05323	[0.6288056975408133]
rxn05464	[0.6288056975408133]
rxn02866	[0.43437058672885825]
rxn05339	[0.3096144616097251]
rxn05337	[0.3096144616097251]
rxn13844	[0.3096144616097251]
rxn05341	[0.3096144616097251]
rxn05336	[0.3096144616097251]
rxn05372	[0.3096144616097251]
rxn05422	[0.3096144616097251]
rxn05397	[0.3096144616097251]
rxn05376	[0.3096144616097251]
rxn05426	[0.3096144616097251]
rxn05401	[0.3096144616097251]
rxn05380	[0.3096144616097251]
rxn05430	[0.3096144616097251]
rxn05405	[0.3096144616097251]
rxn05461	[0.3096144616097251]
rxn07993	[0.3096144616097251]
rxn05340	[0.3096144616097251]
rxn05342	[0.3096144616097251]
rxn05360	[0.3096144616097251]
rxn05410	[0.3096144616097251]
rxn05385	[0.3096144616097251]
rxn05414	[0.3096144616097251]
rxn05364	[0.3096144616097251]
rxn05389	[0.3096144616097251]
rxn05368	[0.3096144616097251]
rxn05418	[0.3096144616097251]
rxn05393	[0.3096144616097251]
rxn00083	[0.2419848578490451]
rxn11245	[0.585768676965835]
rxn00781	[0.5898674408301187]
rxn00199	[0.44743539654626235]
rxn08398	[0.29040150599589554]
rxn03532	[0.10057750453125966]
rxn13839	[0.1986916645325492]
rxn13790	[0.35982431894719963]
rxn03897	[0.12875650609820966]
rxn05289	[0.19920401001558466]
rxn02842	[0.15667933492364194]
rxn13909	[0.18127191810934373]
rxn01643	[0.5898674408301187]
rJB00277	[0.5665557213520055]
rxn00211	[0.27938607811063326]
rxn01480	[0.1940805551852301]
rxn01053	[0.24224103059056282]
rxn01867	[0.05216085638440921]
rxn01945	[0.2512070765436833]
