opt_fraction	R_value	p_value
0.1	0.08117142226505573	0.1156198424915297
0.2	0.06764749349558763	0.20036076317373613
0.3	0.026717840167162072	0.6040987894657583
0.4	0.06525957268093881	0.20313743900866124
0.5	0.03976654095050759	0.4242212639433457
0.6	0.04472883935335819	0.35821897571368433
0.7	0.07222678383456707	0.13853651908995476
0.8	0.03714277979298573	0.4434186593644637
0.9	0.03824297163877267	0.4167894306158052
0.05	0.08181558786911954	0.11274929766493287
0.125	0.07906582405522994	0.12489997453485775
0.087	0.0792527574600127	0.12450961358724157
0.075	0.08196547965068075	0.11208943839169888
0.15	0.07293866559473652	0.16034083936043128
0.113	0.0813901942336788	0.11463859697549993
