reaction	linear_coefficient
rxn03253	[0.1902955579139906]
rxn02720	[0.1902955579139906]
rxn00946	[0.1902955579139906]
rxn02679	[0.1902955579139906]
rxn02803	[0.1902955579139906]
rxn03251	[0.1902955579139906]
rxn00872	[0.1902955579139906]
rxn01451	[np.float64(0.36018277207317595)]
rxn03242	[np.float64(0.36018277207317595)]
rxn03239	[np.float64(0.36018277207317595)]
rxn06777	[np.float64(0.36018277207317595)]
rxn03244	[np.float64(0.36018277207317595)]
rxn03249	[np.float64(0.36018277207317595)]
rxn03246	[np.float64(0.36018277207317595)]
rxn02122	[0.051198286438321416]
rxn01387	[0.58440449376172]
rxn00616	[np.float64(0.36018277207317595)]
rxn00501	[0.2010388431092659]
rxn10125	[0.28585425254564956]
rxn01851	[0.23835762326127466]
rxn13812	[0.4967619040107902]
rxn01297	[0.24994906255091376]
rxn01522	[0.24994906255091376]
rxn00288	[np.float64(0.36018277207317595)]
rxn10126	[np.float64(0.36018277207317595)]
rJB00270	[np.float64(0.36018277207317595)]
rxn06493	[0.2318551085378186]
rxn13808	[0.02179561116704175]
rxn00623	[0.028298125890497832]
rxn00506	[0.051198286438321416]
rxn00779	[0.18379304319053455]
rxn13726	[0.049784696281048355]
rJB00264	[0.049784696281048355]
rxn10122	[0.049784696281048355]
rxn00604	[0.6132417329700905]
rxn10902	[0.6132417329700905]
rxn00671	[0.2010388431092659]
rxn01115	[0.6143726050959089]
rxn00338	[0.4967619040107902]
rxn00248	[0.8241493844352311]
rxn05353	[0.3019691803385624]
rxn05356	[0.3019691803385624]
rxn05355	[0.3019691803385624]
rxn05354	[0.3019691803385624]
rxn05357	[0.3019691803385624]
rxn05352	[0.3019691803385624]
rxn05351	[0.3019691803385624]
rxn05338	[0.5849699298246293]
rxn00611	[0.6460370246188254]
rxn00612	[0.6460370246188254]
rxn05436	[0.7220881750801162]
rxn05448	[0.7220881750801162]
rxn05442	[0.7220881750801162]
rxn05437	[0.7220881750801162]
rxn05449	[0.7220881750801162]
rxn05443	[0.7220881750801162]
rxn05438	[0.7220881750801162]
rxn05450	[0.7220881750801162]
rxn05444	[0.7220881750801162]
rxn05433	[0.7220881750801162]
rxn05445	[0.7220881750801162]
rxn05439	[0.7220881750801162]
rxn05446	[0.7220881750801162]
rxn05434	[0.7220881750801162]
rxn05440	[0.7220881750801162]
rxn05435	[0.7220881750801162]
rxn05447	[0.7220881750801162]
rxn05441	[0.7220881750801162]
rxn05322	[0.7220881750801162]
rxn05327	[0.7220881750801162]
rxn05324	[0.7220881750801162]
rxn13838	[0.7220881750801162]
rxn05328	[0.7220881750801162]
rxn05326	[0.7220881750801162]
rxn13850	[0.7220881750801162]
rxn08396	[0.7220881750801162]
rxn05325	[0.7220881750801162]
rxn05323	[0.7220881750801162]
rxn05464	[0.7220881750801162]
rxn02866	[0.6152207591902726]
rxn05339	[np.float64(0.36018277207317595)]
rxn05337	[np.float64(0.36018277207317595)]
rxn13844	[np.float64(0.36018277207317595)]
rxn05341	[np.float64(0.36018277207317595)]
rxn05336	[np.float64(0.36018277207317595)]
rxn05372	[np.float64(0.36018277207317595)]
rxn05422	[np.float64(0.36018277207317595)]
rxn05397	[np.float64(0.36018277207317595)]
rxn05376	[np.float64(0.36018277207317595)]
