PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,KEGG,HMDB,8-10-17_BIT_0_0_A_1,8-10-17_BIT_0_0_B_1,8-10-17_BIT_0_0_C_1,8-10-17_BIT_0_0_D_1,8-30-17_BIT_0_0_A_1,8-30-17_BIT_0_0_B_1,8-30-17_BIT_0_0_C_1,8-30-17_BIT_0_0_D_1,8-10-17_BIT_0_0.1_A_1,8-10-17_BIT_0_0.1_B_1,8-10-17_BIT_0_0.1_C_1,8-10-17_BIT_0_0.1_F_1,8-30-17_BIT_0_0.1_A_1,8-30-17_BIT_0_0.1_B_1,8-30-17_BIT_0_0.1_D_1,8-30-17_BIT_0_0.1_F_1,8-10-17_BIT_0_10_A_1,8-10-17_BIT_0_10_B_1,8-10-17_BIT_0_10_C_1,8-10-17_BIT_0_10_D_1,8-30-17_BIT_0_10_A_1,8-30-17_BIT_0_10_B_1,8-30-17_BIT_0_10_C_1,8-30-17_BIT_0_10_D_1,8-10-17_BIT_5_0_A_1,8-10-17_BIT_5_0_B_1,8-10-17_BIT_5_0_C_1,8-10-17_BIT_5_0_D_1,8-30-17_BIT_5_0_A_1,8-30-17_BIT_5_0_B_1,8-30-17_BIT_5_0_C_1,8-30-17_BIT_5_0_D_1,8-10-17_BIT_5_0.1_A_1,8-10-17_BIT_5_0.1_B_1,8-10-17_BIT_5_0.1_C_1,8-10-17_BIT_5_0.1_F_1,8-30-17_BIT_5_0.1_A_1,8-30-17_BIT_5_0.1_B_1,8-30-17_BIT_5_0.1_D_1,8-30-17_BIT_5_0.1_F_1,8-10-17_BIT_5_10_A_1,8-10-17_BIT_5_10_B_1,8-10-17_BIT_5_10_C_1,8-10-17_BIT_5_10_D_1,8-30-17_BIT_5_10_A_1,8-30-17_BIT_5_10_B_1,8-30-17_BIT_5_10_C_1,8-30-17_BIT_5_10_D_1,8-10-17_BIT_24_0_A_1,8-10-17_BIT_24_0_B_1,8-10-17_BIT_24_0_C_1,8-10-17_BIT_24_0_D_1,8-30-17_BIT_24_0_A_1,8-30-17_BIT_24_0_B_1,8-30-17_BIT_24_0_C_1,8-30-17_BIT_24_0_D_1,8-10-17_BIT_24_0.1_A_1,8-10-17_BIT_24_0.1_B_1,8-10-17_BIT_24_0.1_C_1,8-10-17_BIT_24_0.1_F_1,8-30-17_BIT_24_0.1_A_1,8-30-17_BIT_24_0.1_B_1,8-30-17_BIT_24_0.1_D_1,8-30-17_BIT_24_0.1_F_1,8-10-17_BIT_24_10_A_1,8-10-17_BIT_24_10_B_1,8-10-17_BIT_24_10_C_1,8-10-17_BIT_24_10_D_1,8-30-17_BIT_24_10_A_1,8-30-17_BIT_24_10_B_1,8-30-17_BIT_24_10_C_1,8-30-17_BIT_24_10_D_1
34,aspartate,Amino Acid,Alanine and Aspartate Metabolism,443,LC/MS Pos Early,234,1165,134.04479,56-84-8,5960,C00049,HMDB00191,"338,842,048","278,946,912","348,307,584","333,116,960","66,843,160","66,141,880","60,192,928","150,333,056","372,408,096","357,179,136","347,622,464","387,519,168","69,025,080","59,219,984","67,252,320","68,797,232","322,432,384","323,675,904","325,587,072","337,102,528","59,799,256","63,214,264","67,152,520","75,581,592","53,930,032","53,018,668","51,873,496","56,214,912","56,218,120","53,766,612","53,301,736","58,931,776","446,182,976","453,067,040","458,444,256","496,563,488","251,940,288","221,253,984","247,781,552","227,199,600","325,125,408","338,244,672","303,748,608","372,570,304","93,291,336","91,351,840","92,012,744","184,861,824","51,328,028","46,151,588","57,343,244","51,457,028","46,348,124","41,868,728","60,186,200","41,883,736","843,919,680","713,692,928","686,684,544","747,241,792","440,912,384","485,868,128","484,692,896","476,981,632","359,773,536","387,068,224","392,503,328","381,065,792","123,887,128","131,233,664","130,931,616","203,745,984"
1326,azelate (C9-DC),Lipid,"Fatty Acid, Dicarboxylate",18362,LC/MS Neg,2029,1276,187.09758,123-99-9,2266,C08261,HMDB00784,"252,026","289,937","177,479","332,471","331,602","223,909","167,350","289,660","170,231",,"185,371","242,889","834,029","221,220","161,339","292,582","217,586","125,953",,"230,918",,"225,471","275,349","259,899","159,629","200,318","134,452","124,699",,,,"246,225","202,906","238,565","312,483","206,310","914,748","204,542",,"200,326","279,630","368,993","422,545","454,826","424,965","263,360","354,874","333,807","191,718","260,391","259,306",,"253,791",,"240,521",,"241,722",,"233,482","239,184","911,912","139,795","268,425","174,143","448,152","476,839","323,917","425,000","475,330","415,845","492,181","445,175"
3698,benzoate,Xenobiotics,Benzoate Metabolism,15778,LC/MS Neg,100000008,1750,121.0295,65-85-0,243,C00180,HMDB01870,"3,649,964","4,416,422","3,381,981","2,763,608","3,182,687","3,563,925","3,580,096","2,946,649","3,443,227","3,842,515","4,253,001","4,518,530","3,248,960","3,347,532","3,507,438","3,079,526","4,017,587","3,954,040","3,964,900","3,904,700","3,527,348","3,431,854","3,016,174","3,706,406","3,171,928","3,781,548","3,245,786","3,049,646","2,919,936","3,248,612","3,536,586","4,125,386","5,280,352","4,618,974","11,845,959","4,593,692","6,004,358","3,184,250","4,301,777","4,719,707","23,817,006","23,173,564","25,415,424","27,348,784","13,504,271","13,403,373","13,235,587","12,843,428","3,328,489","4,034,988","3,325,769","3,949,229","8,714,921","3,378,080","4,878,063","3,680,983","6,887,073","6,265,741","6,560,121","7,898,191","5,657,535","3,593,046","5,156,899","5,478,741","24,530,984","24,268,114","23,850,130","31,954,070","13,741,675","13,442,973","20,431,938","12,256,317"
3496,beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",55,LC/MS Pos Early,244,1905,90.05496,56-41-7;107-95-9,239,C00099,HMDB00056,"5,797,702","3,970,678","4,328,021","5,687,089","1,068,447","541,021","656,407","741,139","5,200,928","6,143,623","5,835,141","5,410,852","894,498",,,"405,335","4,543,119","6,362,634","5,180,025","5,106,532","598,730","929,722","683,826","1,236,219",,"1,098,386","706,902","1,254,419",,"329,040",,,"3,128,437","3,813,727","3,310,119","4,823,737",,"535,593","890,011",,,,,,,,,,,"401,569","158,809",,,"372,010","613,514",,"3,531,452","4,579,843","3,807,344","4,198,364",,"1,347,060","1,041,739",,,,,,,,,
53,beta-citrylglutamate,Amino Acid,Glutamate Metabolism,54923,LC/MS Neg,100003271,530,320.06232,73590-26-8,72715786,C20775,,,,"57,943",,"60,237","53,541","55,106","50,022","82,765","59,756",,"62,799","69,727",,,,,,"68,806",,"82,716","49,212","47,733",,,,,,"60,902","39,912",,,,,"69,054",,,"60,604","51,292","42,290","52,830","50,715","40,329","61,427","29,546","42,436","42,552","36,201",,,,"78,866","63,739",,"42,422",,,,"68,708",,"51,140",,,"56,938","59,860","61,756","64,182","62,100","58,656",,"41,864","42,234"
3945,beta-guanidinopropanoate,Xenobiotics,Food Component/Plant,35101,LC/MS Pos Early,100001411,2145,132.07676,353-09-3,67701,C03065,HMDB13222,"1,183,952","817,835","1,007,431","875,371","1,128,902","1,044,054","1,174,712","783,706","1,045,728","1,169,533","1,111,151","1,209,094","1,029,879","1,044,454","1,021,445","895,580","1,312,152","987,328","1,275,497","844,719","1,162,412","1,197,147","1,257,180","1,152,999","827,580","951,884","833,755","953,355","836,682","1,068,730","1,097,868","947,385","937,315","1,015,074","1,048,318","889,689","1,178,091","1,122,857","974,162","1,045,521",,,,,,,"440,894",,"881,246","847,189","816,983","983,051","1,041,560","1,120,609","1,277,164","1,383,664","1,257,323","824,809","1,156,048","1,085,760","1,031,806","995,591","1,144,178","1,036,280","493,814","647,491","820,842","877,323",,,,"688,736"
276,beta-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",12129,LC/MS Polar,1442,1149.8,117.05572,625-08-1,69362,,HMDB00754,"13,890,093","13,057,715","12,793,770","14,216,160","22,230,270","21,851,668","19,697,462","34,591,348","12,329,619","13,712,304","12,794,776","12,186,783","21,299,288","19,597,816","24,227,622","40,778,424","11,780,791","11,236,169","12,848,726","12,535,326","30,245,280","25,791,492","35,542,484","22,049,138","12,719,316","12,456,714","13,207,182","13,080,191","34,102,020","33,404,526","38,044,288","34,826,108","12,231,105","12,359,509","11,330,561","11,721,009","20,747,180","20,357,206","23,323,420","40,387,032","12,722,728","11,845,094","10,689,911","12,833,783","22,252,788","16,571,494","17,924,708","28,682,996","14,648,176","12,245,648","16,221,513","14,711,421","40,628,560","33,268,352","57,169,172","29,773,110","12,496,272","11,460,709","12,877,573","13,679,059","22,107,336","20,012,356","25,432,716","40,145,808","12,757,300","11,619,542","12,282,458","12,902,695","21,494,204","19,598,892","17,496,588","30,953,376"
6,betaine,Amino Acid,"Glycine, Serine and Threonine Metabolism",3141,LC/MS Pos Early,799,1064,118.08626,107-43-7,247,C00719,HMDB00043,"3,959,738,624","4,735,777,792","4,602,982,912","4,203,551,232","4,525,296,128","4,511,759,360","4,755,702,272","4,225,084,672","4,248,251,648","4,231,037,952","4,415,499,776","4,846,361,088","4,602,849,792","4,322,747,904","4,220,038,656","4,506,015,232","4,692,103,680","4,706,521,600","4,461,543,936","4,391,462,912","4,151,364,864","4,271,072,000","4,451,495,424","5,009,211,904","4,560,404,992","4,082,993,408","4,057,762,048","4,099,310,080","3,828,130,816","4,402,193,920","4,414,645,760","4,154,303,744","4,378,463,232","4,064,299,008","4,686,802,944","4,027,389,440","4,193,637,120","4,201,671,936","4,509,245,952","3,855,489,792","4,141,959,424","4,491,481,600","3,885,650,432","4,486,361,088","4,501,582,336","3,789,928,960","3,768,246,528","3,857,830,144","3,832,465,664","4,062,432,000","4,047,322,624","4,246,260,480","3,910,152,192","4,042,202,880","4,146,849,280","4,124,375,808","4,708,855,296","3,807,850,240","4,034,542,592","4,382,270,976","3,996,520,704","4,369,265,664","4,348,349,952","4,517,115,904","3,852,339,200","4,294,210,304","4,157,468,416","3,952,212,480","4,122,845,184","4,019,521,024","4,102,183,168","3,935,089,920"
3621,biotin,Cofactors and Vitamins,Biotin Metabolism,568,LC/MS Neg,251,1913.1,243.08089,58-85-5,171548,C00120,HMDB00030,,"70,704","67,714","81,873","76,289","77,392","73,749","85,554","59,170","77,803","72,388",,"99,506","84,478",,,"80,068","73,879","53,090","69,457","65,190","74,682","56,740","66,875",,"80,230","79,933","42,794",,"56,474","63,461","56,848",,,"82,095","64,159","68,749","54,016","64,175","69,442","97,722","47,446",,,,"80,417","58,594","73,223","38,848","67,048",,"74,717","41,159","60,646",,"55,519",,"62,192","73,162",,"68,225","63,705",,"64,831","74,297",,,"82,047",,"50,797","65,587","80,856"
62,butyrylglutamine/isobutyrylglutamine,Amino Acid,Glutamate Metabolism,54934,LC/MS Neg,100010911,1526,215.10373,,,,,"2,316,277","2,366,331","2,394,506","2,433,928","2,341,733","2,298,837","2,224,433","2,560,126","2,387,080","2,405,411","2,474,653","2,439,576","2,410,073","2,336,710","2,184,687","2,283,972","2,343,894","2,479,298","2,370,919","2,476,495","2,234,925","2,534,284","2,174,816","2,531,437","2,173,569","2,258,504","2,050,876","2,029,941","1,983,077","2,094,337","2,120,717","2,183,202","2,101,140","2,140,550","2,109,523","2,065,407","2,252,739","2,091,053","2,174,329","2,182,170","2,284,233","2,218,458","2,145,859","2,468,624","2,082,610","2,015,687","2,023,168","2,114,821","1,957,625","1,851,609","1,941,759","2,091,898","1,951,364","1,961,153","1,869,251","2,136,216","2,153,520","1,929,381","1,914,715","2,087,146","1,934,919","1,821,797","2,026,840","1,997,196","2,067,805","2,031,587","1,815,031","2,044,783","2,050,107","2,086,221","2,144,693","2,012,991"
112,cadaverine,Amino Acid,Lysine Metabolism,15308,LC/MS Pos Early,100000110,3036,103.12298,462-94-2;1476-39-7,273,C01672,HMDB02322,"6,195,083","4,504,243","5,154,069","4,076,239","49,314,920","35,759,704","47,202,400","18,295,776","6,078,333","4,885,668","5,189,432","4,753,418","35,987,344","48,064,148","19,662,144","23,253,800","6,544,483","7,333,281","6,143,503","5,506,418","28,654,682","33,052,676","31,780,848","35,208,400","5,360,217","4,243,336","4,921,617","3,927,308","9,224,746","10,197,323","10,243,594","24,672,112","79,615,688","83,832,064","75,054,368","85,699,232","144,856,240","140,761,328","195,252,240","164,364,576","43,249,568","41,983,928","40,600,288","45,564,988","70,995,048","58,538,668","70,445,272","63,136,564","78,815","4,961,467","83,704","4,300,334","14,348,435","1,235,801","140,858","975,586","127,517,160","109,825,432","97,812,256","98,477,944","133,647,872","135,551,520","265,824,736","175,951,184","41,104,204","47,174,760","46,943,984","41,920,548","76,663,264","63,527,356","72,742,400","59,854,360"
1165,caproate (6:0),Lipid,Medium Chain Fatty Acid,32489,LC/MS Neg,926,2713.7,115.07645,142-62-1,8892,C01585,HMDB00535,,,,,,,"308,911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,765,559","2,088,909","5,225,119","3,977,038","3,811,608","850,492","2,729,261","2,810,679",,"2,211,977",,,,"340,692",,,,,,,"413,489","541,030","382,703",,"4,204,231","3,381,281","3,740,574","4,717,386","4,224,356","2,497,771","4,410,959","2,949,532"
1167,caprylate (8:0),Lipid,Medium Chain Fatty Acid,32492,LC/MS Neg,932,4362,143.10775,124-07-2,379,C06423,HMDB00482,,"625,556",,,,"440,731",,,,"4,567,311",,"127,794","465,019","419,144",,,,"859,166",,,,"1,515,532",,,,,,,,,,,,"883,024",,,,"848,429","905,826","692,970","1,670,830","679,417","892,941","1,496,059",,"1,208,551","1,207,010","999,965","358,936",,,"338,943","444,494",,,"1,450,216",,"970,236","1,609,478","790,034","1,131,362","715,032","1,075,536","2,025,571","1,268,220",,"676,948","1,236,670",,"1,135,234",,
1496,carnitine,Lipid,Carnitine Metabolism,15500,LC/MS Pos Early,100000007,1978,162.11247,461-05-2,10917,C00318,HMDB00062,"6,019,223","6,898,150","6,904,491","6,442,609","7,109,029","6,647,207","6,907,622","6,352,974","7,030,664","6,931,439","6,842,131","6,877,115","6,541,621","6,509,513","12,167,730","7,906,279","6,940,369","7,112,557","7,805,428","5,969,122","6,661,567","7,469,204","7,266,979","7,154,131","6,066,685","6,026,584","5,708,776","5,210,201","5,380,166","5,873,132","6,130,742","5,727,159","5,282,725","5,760,678","6,072,124","5,982,685","5,872,154","6,431,768","5,684,175","5,800,309","4,091,949","2,866,202",,"3,285,328",,,"2,609,436","1,469,610","4,938,605","5,230,248","5,038,319","6,079,869","5,828,599","4,573,851","5,479,960","5,899,197","6,130,955","4,869,427","5,574,060","5,601,237","5,618,054","5,821,948","6,983,711","5,806,068","2,279,486","2,162,854","1,761,180","2,841,699","2,411,604","2,767,276","2,818,546",
3716,catechol sulfate,Xenobiotics,Benzoate Metabolism,35320,LC/MS Neg,100001605,1906,188.98631,4918-96-1,3083879,,HMDB59724,"950,456","1,018,039","941,757","900,530","1,006,489","958,869","1,089,986","980,329","973,744","1,194,214","1,211,667","1,154,590","1,048,231","1,209,795","1,069,585","1,166,035","897,955","1,043,908","987,385","967,474","1,004,233","963,970","1,069,039","1,232,650","856,563","881,609","884,600","889,321","795,100","905,525","855,505","789,813","942,388","937,732","1,094,450","837,145","1,040,391","798,270","890,644","963,379","801,207","876,761","813,512","981,064","793,993","836,800","698,128","726,628","779,684","958,140","824,076","840,975","861,536","971,513","731,365","1,037,891","782,000","768,121","804,457","845,575","770,412","750,061","823,534","878,334","753,501","720,815","746,587","728,247","795,079","701,110","815,615","801,854"
1707,chiro-inositol,Lipid,Inositol Metabolism,37112,LC/MS Polar,100001859,3191.2,225.06159,643-12-9,,C19891,HMDB34220,"859,761","671,881","858,559","761,542","563,304","503,728","635,963","482,884","895,599","646,390","702,946","729,686","789,954","680,076","716,095","731,389","726,150","650,658","704,924","647,208","756,212","641,933","620,592","786,818","668,980","409,057","752,581","695,901","940,249","602,078","630,686","551,226","740,164","758,988","646,696","664,459","725,128","544,957","735,423","747,253","579,114","563,420","540,582","500,180","370,719","580,134","582,436","417,112","536,245","695,217","785,335","487,345","725,189","787,665","872,905","715,898","859,713","711,173","783,784","693,618","609,461","537,546","793,515","780,914","438,438","654,331","641,774","589,188","811,667","544,219","469,052","704,988"
2753,cholate,Lipid,Primary Bile Acid Metabolism,22842,LC/MS Neg,136,5165,407.28029,81-25-4,221493,C00695,HMDB00619,"106,706","125,562","86,804","148,086","304,683","289,913","146,850","304,205","103,587","124,351","122,680","69,557","286,048","313,039","146,631","219,323","102,873","82,474","90,944","116,212","113,982","306,241","258,667","153,494","117,979","138,939","155,506","115,697","113,716","301,390","157,494","262,226","80,483","79,918","137,229","102,473","98,568","126,283","210,093","269,236","164,222","237,844","158,084","226,768","190,429","206,717","180,130","171,784","208,827","206,825","193,604","282,587","207,111","238,528","190,648","252,385","127,732",,"211,739","237,853","65,813","115,194","133,298","148,547","157,623","164,391","200,762","207,278","234,212","198,843","178,819","199,381"
1735,choline,Lipid,Phospholipid Metabolism,15506,LC/MS Pos Early,1256,1961,104.10699,67-48-1,305,C00114,HMDB00097,"2,719,252","3,345,239","2,868,130","2,862,356","6,486,656","4,656,015","10,979,495","332,444","2,939,474","3,243,078","2,464,431","2,746,961","4,400,761","6,288,133","788,440","635,057","3,466,145","4,529,955","3,562,465","2,633,357","2,573,971","6,083,392","5,863,533","307,264",,,,,"353,777","336,875","482,530","74,665","10,840,388","12,667,214","12,216,313","12,314,605","14,637,509","15,524,045","15,145,924","13,216,003","5,109,483","3,981,296","2,539,378","3,593,002","5,343,179","2,838,042","7,376,885",,,,,,"985,168","291,709","2,001,128",,"27,894,064","22,493,802","24,345,080","25,322,550","27,839,584","30,209,850","29,805,344","25,549,650","4,649,701","6,044,392","4,537,315","5,442,483","5,833,803","2,645,866","10,243,827",
1736,choline phosphate,Lipid,Phospholipid Metabolism,34396,LC/MS Pos Early,267,700,184.07332,72556-74-2,1014,C00588,HMDB01565,"915,682","2,913,852","1,106,715","480,382","1,759,734","1,144,695","924,831","1,318,697","1,001,217","1,078,280","747,797","776,309","1,231,030","1,237,206","1,842,129","1,787,801","831,560","973,524","1,014,560","987,893","1,572,080","1,365,146","2,128,484","1,691,901","1,546,025","1,296,335","1,178,281","1,363,158","2,094,534","2,202,967","3,126,703","1,731,160","2,350,520","2,411,679","2,920,596","2,431,994","3,736,690","4,510,620","1,629,335","2,761,335","5,910,072","5,555,762","5,828,525","6,862,423","3,164,508","3,017,833","2,219,516","3,932,284","1,986,666","726,662","2,494,360","967,695","1,426,452","2,606,565","5,231,492","2,333,007","676,676","357,030","212,392","142,292","1,881,128","1,306,422","3,496,720","2,088,128","5,267,627","5,998,894","6,461,667","6,528,924","2,991,969","2,782,759","2,429,251","4,739,674"
3967,cinnamoylglycine,Xenobiotics,Food Component/Plant,38637,LC/MS Neg,100002253,3127,204.06661,16534-24-0,709625,,HMDB11621,"216,438","199,315","230,327","180,966","222,781","191,773","223,800","228,575","220,599","231,989","242,214","219,106","235,380","244,279","258,903","241,543","246,647","239,412","205,477","246,587","212,335","214,774","222,615","232,475","190,546","225,262","180,884","203,523","206,883","215,759","188,857","224,183","160,279","207,628","224,775","190,840","206,023","202,510","205,519","168,468",,,,,,,,,"228,154","214,350","226,628","238,381","215,721","222,688","223,338","231,843","232,684","203,029","209,754","184,973","166,875","203,446","215,281","220,723",,,,,,,,
73,cis-urocanate,Amino Acid,Histidine Metabolism,40410,LC/MS Neg,100003425,1200,137.03565,7699-35-6,1549103,,HMDB34174,"1,017,764","764,730","569,776","767,926","2,153,773","2,629,503","2,181,716","1,232,298","950,506","957,701","617,909","875,156","2,079,212","2,401,938","1,987,911","1,925,974","1,277,871","996,041","981,401","658,334","1,514,192","2,276,596","1,693,944","1,181,356","674,790","810,615","831,825","686,433","1,020,105","1,601,908","1,327,306","1,507,839","6,291,774","5,023,885","4,028,573","4,609,797","6,833,560","6,610,799","5,455,821","5,420,904","710,760","603,733","377,741","751,085","2,157,344","1,295,142","1,667,788","1,141,240","404,022","378,276","358,027","650,041","847,734",,"522,980","830,222","12,896,588","12,660,789","11,863,253","13,482,420","10,135,071","15,632,559","11,016,090","14,402,481","867,923","483,502","694,405","550,867","1,313,153","1,180,509","1,560,107","800,521"
1122,citrate,Energy,TCA Cycle,1564,LC/MS Neg,1124,582,191.01973,77-92-9,311,C00158,HMDB00094,"157,889,696","169,754,864","150,138,400","166,054,016","159,794,064","160,126,896","141,615,296","168,628,016","158,383,760","174,502,032","166,655,920","171,305,280","170,332,352","171,610,208","166,424,384","176,932,688","154,029,216","172,793,296","156,348,368","167,265,120","151,460,656","168,966,304","157,365,648","173,369,648","150,841,136","152,112,848","139,125,648","147,869,760","127,270,952","147,276,256","142,311,888","153,014,112","151,625,616","160,196,960","170,726,224","152,588,976","166,809,872","145,585,856","154,873,776","157,918,976","162,259,472","167,416,016","164,185,792","166,934,160","150,465,296","157,669,888","142,937,520","157,241,392","135,088,528","140,085,376","140,608,384","148,710,816","136,502,080","146,997,456","157,659,024","149,064,128","163,155,472","152,212,048","155,493,888","155,436,032","141,508,960","142,444,624","139,233,600","153,143,872","152,947,008","161,979,552","139,257,808","163,056,192","143,402,272","149,241,904","141,137,472","164,543,760"
373,citrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,2132,LC/MS Pos Early,391,1520,176.10297,372-75-8,9750,C00327,HMDB00904,"454,439,936","429,013,888","459,800,544","417,528,928","488,820,736","463,939,520","412,044,032","414,080,128","419,445,728","482,748,672","463,731,392","426,682,016","428,064,608","425,971,168","377,128,992","423,159,424","471,067,808","479,494,848","423,166,976","410,181,152","406,120,320","437,364,640","427,987,840","401,803,424","404,841,440","442,963,584","389,434,848","436,960,160","356,472,736","392,058,144","383,280,512","404,477,120","398,879,616","407,577,376","407,956,128","427,256,640","351,692,160","409,495,712","372,454,944","372,457,664","410,260,544","351,762,624","348,752,192","410,403,744","456,295,392","419,041,248","415,745,152","422,225,728","349,336,448","397,068,160","359,056,512","427,760,544","575,474,752","425,182,976","264,877,072","537,968,704","376,132,736","347,653,792","345,553,088","337,143,712","346,424,448","355,103,264","330,211,328","324,756,096","378,804,544","335,619,360","333,238,272","398,668,736","412,368,224","367,122,816","406,942,016","346,994,240"
401,creatine,Amino Acid,Creatine Metabolism,27718,LC/MS Pos Early,1221,1947,132.07676,57-00-1,586,C00300,HMDB00064,"1,427,982","1,246,167","1,489,352","869,403","1,532,644","1,277,925","1,081,861","1,118,798","1,556,758","1,446,067","1,411,747","1,004,988","1,061,806","1,092,196","6,228,327","2,678,143","1,339,553","1,570,593","1,303,221","1,054,791","1,078,977","1,218,745","1,498,415","1,335,474","902,377","1,229,940","753,499","1,211,730","1,219,485","1,181,288","1,300,175","1,359,708","356,831","377,792","617,423","900,050",,"845,084","644,916","519,176",,,,,,,,,"1,113,112","1,192,708","1,140,050","1,216,397","1,309,168","1,051,061","1,173,547","1,286,348",,"702,023","989,595","624,506","453,718","840,880","807,345","290,063",,,,,,,,
