opt_fraction	R_value	p_value
0.1	0.07538069054533994	0.14896785085934267
0.2	0.040978792466792424	0.4338082918368291
0.3	0.050781682563653154	0.3260759566787649
0.4	0.05652245102390166	0.2636359460413141
0.5	0.02465877102343721	0.6246813124138557
0.6	0.08001360849543551	0.10443033647220264
0.7	0.06007645990932878	0.21810562048601337
0.8	0.07584507552860911	0.11716992561089372
0.9	0.08512992331461128	0.07121063867923681
0.85	0.11601050302584176	0.013694487437248734
0.95	0.07894554529897059	0.09330051550666152
0.925	0.08420275100721997	0.07435672471080115
0.887	0.03710465869854073	0.42927307890807564
0.875	0.05613958162408639	0.23202963376025426
0.913	0.09067080656578351	0.0546020849297585
