opt_fraction	R_value	p_value
0.1	0.21576862858769819	3.221930566138631e-05
0.2	0.20969063877615732	4.366514631138055e-05
0.3	0.2651189635087507	1.8146665980182582e-07
0.4	0.24397852344223764	1.2658077811999184e-06
0.5	0.23143409173997057	2.9832731489035985e-06
0.6	0.22127200865612892	6.598527778375747e-06
0.7	0.2117952597337804	1.3879137023058905e-05
0.8	0.1802372683210881	0.00017471785022047133
0.9	0.24146543917472965	1.7933814663118295e-07
0.25	0.26560095870766587	1.7870723491915943e-07
0.35	0.2386740271830955	2.6925395866938384e-06
0.287	0.2694703916210433	1.1187232154183011e-07
0.325	0.26468337859762325	1.9037974213519684e-07
0.275	0.26547359114974467	1.7450818136973786e-07
0.313	0.26000981733369516	3.167494593561991e-07
